Run,Assay Type,AvgSpotLen,LibraryLayout,BioProject,Instrument,Cultivar,Sample Name,Organism,tissue,tissue PO,tissue PO name,Age,stage,stage PO,stage PO name,treatment,environmental ontology,environmental ontology name,replicate,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992593,RNA-Seq,100,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741683,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992594,RNA-Seq,100,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741683,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992595,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741683,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992596,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741684,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992597,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741684,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992598,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741684,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992599,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741685,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992600,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741685,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992601,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741685,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992602,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741686,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992603,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741686,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992604,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741686,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992605,RNA-Seq,296,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741687,Hordeum vulgare,roots,,,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992606,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741687,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992607,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741687,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992608,RNA-Seq,200,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741688,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992609,RNA-Seq,195,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741688,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992610,RNA-Seq,200,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741688,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992611,RNA-Seq,200,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741689,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992612,RNA-Seq,200,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741689,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992613,RNA-Seq,200,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741689,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (local) and Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992614,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741690,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992615,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741690,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992616,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741690,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992617,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741691,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992618,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741691,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992619,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741691,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992620,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741692,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992621,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741692,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992622,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741692,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Serendipita vermifera (systemic) and Bipolaris sorokiniana (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992623,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741693,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992624,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741693,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992625,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741693,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992626,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741694,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992627,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741694,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992628,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741694,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992629,RNA-Seq,202,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741695,Hordeum vulgare,root,PO:0009005,root,,4 days old seedlings transferred into split-root chambers with natural soil (RT),PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992630,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741695,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992631,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741695,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (local) and Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017713,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 35,1H_NIL3_S_Mock_replicate_2,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017714,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 36,1H_NIL3_S_Mock_replicate_3,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017715,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 24,1H_NIL1_S_Mock_replicate_3,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017716,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 23,1H_NIL1_S_Mock_replicate_2,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017717,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 21,1H_NIL1_R_Mock_replicate_3,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017718,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 22,1H_NIL1_S_Mock_replicate_1,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017719,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 28,1H_NIL2_S_Mock_replicate_1,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017720,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 27,1H_NIL2_R_Mock_replicate_3,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017721,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 26,1H_NIL2_R_Mock_replicate_2,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017722,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 25,1H_NIL2_R_Mock_replicate_1,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017723,RNA-Seq,200,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 30,1H_NIL2_S_Mock_replicate_3,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017724,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 29,1H_NIL2_S_Mock_replicate_2,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017725,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 31,1H_NIL3_R_Mock_replicate_1,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017726,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 32,1H_NIL3_R_Mock_replicate_2,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017727,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 33,1H_NIL3_R_Mock_replicate_3,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017728,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 34,1H_NIL3_S_Mock_replicate_1,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9017729,RNA-Seq,202,PAIRED,PRJNA541021,Illumina HiSeq 2000,Cultivar//Awcs079/Awcs276 19,1H_NIL1_R_Mock_replicate_1,Hordeum vulgare,Stem,PO:0009047,stem,,seedling,PO:0007131,seedling development stage,Mock,EO:0001062,control treatment,replicate_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
